ID,Type,Entry Price,Exit Price,Entry Time,Exit Time,Size,P&L,P&L %,Duration (hours),Stop Loss,Take Profit,Exit Reason
trade_48,LONG,4144.6713,4093.931428571429,2025-09-29T16:00:00.000Z,2025-09-30T16:00:00.000Z,20.928702918328316,-1147.6003698793154,-1.322995212120739,24.00,4093.931428571429,4264.271428571429,SL
trade_49,LONG,4101.159554999999,4209.9974999999995,2025-09-30T16:00:00.000Z,2025-10-01T08:00:00.000Z,23.235725943021176,2431.1063140908127,2.551179638266969,16.00,4054.7549999999997,4209.9974999999995,TP
trade_50,LONG,4293.375615,4455.3808928571425,2025-10-01T08:00:00.000Z,2025-10-02T16:00:00.000Z,24.46940406002729,3855.152088434767,3.669604318193004,32.00,4225.569642857143,4455.3808928571425,TP
trade_51,LONG,4450.624199999999,4590.525,2025-10-02T16:00:00.000Z,2025-10-03T16:00:00.000Z,26.04960143567423,3524.778733901484,3.0402538816914797,24.00,4391.549999999999,4590.525,TP
trade_52,LONG,4527.68271,4463.397142857143,2025-10-03T16:00:00.000Z,2025-10-03T17:00:00.000Z,28.242166593802295,-1941.619702508502,-1.518413914779689,1.00,4463.397142857143,4680.477142857143,SL
trade_53,LONG,4473.8958299999995,4627.943928571428,2025-10-03T17:00:00.000Z,2025-10-06T13:00:00.000Z,31.393618118837445,4690.839274115489,3.339821943124166,68.00,4409.146428571428,4627.943928571428,TP
trade_54,LONG,4640.188935,4584.532142857142,2025-10-06T13:00:00.000Z,2025-10-07T15:00:00.000Z,33.39346647944621,-2011.666643212469,-1.2982515395294973,26.00,4584.532142857142,4771.214642857142,SL
trade_55,LONG,4514.245995,4439.797142857143,2025-10-07T15:00:00.000Z,2025-10-07T23:00:00.000Z,37.70962666855166,-2974.8615129506034,-1.747548746193541,8.00,4439.797142857143,4692.472142857142,SL
trade_56,LONG,4449.92385,4362.913571428571,2025-10-07T23:00:00.000Z,2025-10-09T08:00:00.000Z,42.00949979698838,-3838.542096775551,-2.0533652984389263,33.00,4362.913571428571,4659.666071428571,SL
trade_57,LONG,4330.164,4271.132857142857,2025-10-09T08:00:00.000Z,2025-10-09T16:00:00.000Z,47.39553385583612,-3000.245151767913,-1.4618909518042726,8.00,4271.132857142857,4470.167857142857,SL
trade_58,LONG,4279.47867,4207.316785714286,2025-10-09T16:00:00.000Z,2025-10-10T15:00:00.000Z,52.677661868339655,-4022.9509511959536,-1.7845444961974422,23.00,4207.316785714286,4452.3980357142855,SL
trade_59,LONG,4105.161555,4027.0696428571428,2025-10-10T15:00:00.000Z,2025-10-10T19:00:00.000Z,60.30247084830756,-4951.977505225722,-2.000383680045305,4.00,4027.0696428571428,4293.210892857142,SL
trade_60,LONG,3999.55878,3911.0871428571427,2025-10-10T19:00:00.000Z,2025-10-10T20:00:00.000Z,67.95413833341787,-6277.788425729433,-2.309822892156977,1.00,3911.0871428571427,4213.742142857142,SL
trade_61,SHORT,3836.56076,4087.309642857143,2025-10-11T00:00:00.000Z,2025-10-12T16:00:00.000Z,77.75460596901841,-19814.68773448245,-6.6423082662191515,40.00,4087.309642857143,3216.405892857143,SL
trade_62,SHORT,4104.216865,4202.693214285715,2025-10-12T16:00:00.000Z,2025-10-13T02:00:00.000Z,79.46217466423582,-8159.100009491518,-2.501793786181918,10.00,4202.693214285715,3865.2119642857147,SL
trade_63,LONG,4180.38915,4099.820000000001,2025-10-13T07:00:00.000Z,2025-10-13T11:00:00.000Z,85.61271720947265,-7248.740585027268,-2.025384885519554,4.00,4099.820000000001,4374.5,SL
trade_64,LONG,4166.74233,4082.785714285714,2025-10-13T13:00:00.000Z,2025-10-13T14:00:00.000Z,94.29986951725722,-8302.104067091725,-2.1129072655800996,1.00,4082.785714285714,4369.345714285714,SL
trade_65,LONG,4137.0675,4051.5603571428574,2025-10-13T15:00:00.000Z,2025-10-14T06:00:00.000Z,104.26372813632442,-9337.724284176038,-2.164787091684765,15.00,4051.5603571428574,4343.599107142857,SL
trade_66,SHORT,3979.199405,4057.925714285714,2025-10-14T07:00:00.000Z,2025-10-14T15:00:00.000Z,118.99473587080965,-9850.888178092031,-2.080424391297876,8.00,4057.925714285714,3789.3507142857147,SL
